"ComputerName","Log","EventID","Datetime","User","SessionID","SourceIP","DisconReason","Message"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:07:47","CITY_ROAD\MateuszczykO","12","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\MateuszczykO
Session ID: 12
Source Network Address: 192.168.17.100"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:07:14","CITY_ROAD\MateuszczykO","12","192.168.17.100","12","Session 12 has been disconnected, reason code 12"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:00:10","CITY_ROAD\greenawaya","11","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\greenawaya
Session ID: 11
Source Network Address: 192.168.17.100"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 08:59:13","CITY_ROAD\owoeyeo","5","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\owoeyeo
Session ID: 5
Source Network Address: 192.168.17.100"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:59:13","CITY_ROAD\owoeyeo","5","192.168.17.100","0","Session 5 has been disconnected, reason code 0"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:57:04","CITY_ROAD\crosslandm","10","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\crosslandm
Session ID: 10
Source Network Address: 192.168.17.100"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:50:59","CITY_ROAD\sonsaler","9","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\sonsaler
Session ID: 9
Source Network Address: 192.168.17.100"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:44:50","CITY_ROAD\jossonv","8","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\jossonv
Session ID: 8
Source Network Address: 192.168.17.100"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:43:44","CITY_ROAD\jossonv","8","192.168.17.100","12","Session 8 has been disconnected, reason code 12"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:41:54","CITY_ROAD\jossonv","7","192.168.17.100","12","Session 7 has been disconnected, reason code 12"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:36:18","CITY_ROAD\CASCONEL","6","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\CASCONEL
Session ID: 6
Source Network Address: 192.168.17.100"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 08:36:10","CITY_ROAD\gefferiej","3","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\gefferiej
Session ID: 3
Source Network Address: 192.168.17.100"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:36:10","CITY_ROAD\gefferiej","3","192.168.17.100","11","Session 3 has been disconnected, reason code 11"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:32:57","CITY_ROAD\owoeyeo","5","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\owoeyeo
Session ID: 5
Source Network Address: 192.168.17.100"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:22:30","CITY_ROAD\letts","4","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\letts
Session ID: 4
Source Network Address: 192.168.17.100"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:11:59","CITY_ROAD\gefferiej","3","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\gefferiej
Session ID: 3
Source Network Address: 192.168.17.100"
"MEHRDS-62","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 07:46:44","CITY_ROAD\lotivioa","2","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\lotivioa
Session ID: 2
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:45:32","CITY_ROAD\EDWARDSC","18","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\EDWARDSC
Session ID: 18
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:42:44","CITY_ROAD\Villavicenciop","10","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\Villavicenciop
Session ID: 10
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:42:44","CITY_ROAD\Villavicenciop","10","192.168.17.100","5","Session 10 has been disconnected, reason code 5"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:32:01","CITY_ROAD\adena1","17","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\adena1
Session ID: 17
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:31:30","CITY_ROAD\Labanowska-NzeakoK","16","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\Labanowska-NzeakoK
Session ID: 16
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:31:29","CITY_ROAD\Labanowska-NzeakoK","16","192.168.17.100","11","Session 16 has been disconnected, reason code 11"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:28:45","CITY_ROAD\Labanowska-NzeakoK","16","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\Labanowska-NzeakoK
Session ID: 16
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:27:15","CITY_ROAD\gored","15","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\gored
Session ID: 15
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:26:56","CITY_ROAD\gored","14","192.168.17.100","0","Session 14 has been disconnected, reason code 0"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:26:31","CITY_ROAD\lassouedk","13","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\lassouedk
Session ID: 13
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:26:29","CITY_ROAD\lassouedk","13","192.168.17.100","0","Session 13 has been disconnected, reason code 0"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:10:14","CITY_ROAD\caruthlouisonb","7","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\caruthlouisonb
Session ID: 7
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:10:09","CITY_ROAD\caruthlouisonb","7","192.168.17.100","5","Session 7 has been disconnected, reason code 5"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:09:32","CITY_ROAD\caruthlouisonb","5","192.168.17.100","5","Session 5 has been disconnected, reason code 5"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:09:00","CITY_ROAD\lassouedk","13","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\lassouedk
Session ID: 13
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:08:30","CITY_ROAD\boglea","12","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\boglea
Session ID: 12
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:08:30","CITY_ROAD\boglea","12","192.168.17.100","11","Session 12 has been disconnected, reason code 11"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:07:55","CITY_ROAD\boglea","12","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\boglea
Session ID: 12
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:07:55","CITY_ROAD\boglea","12","192.168.17.100","5","Session 12 has been disconnected, reason code 5"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:04:52","CITY_ROAD\boglea","12","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\boglea
Session ID: 12
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:57:46","CITY_ROAD\burnett-smiths","11","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\burnett-smiths
Session ID: 11
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:49:46","CITY_ROAD\Villavicenciop","10","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\Villavicenciop
Session ID: 10
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:41:25","CITY_ROAD\griggc","9","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\griggc
Session ID: 9
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:34:46","CITY_ROAD\RODRIGUEZL","8","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\RODRIGUEZL
Session ID: 8
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:33:33","CITY_ROAD\caruthlouisonb","7","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\caruthlouisonb
Session ID: 7
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 08:32:47","CITY_ROAD\brownp","5","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\brownp
Session ID: 5
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:32:47","CITY_ROAD\brownp","5","192.168.17.100","0","Session 5 has been disconnected, reason code 0"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:31:57","CITY_ROAD\brownp","6","192.168.17.100","12","Session 6 has been disconnected, reason code 12"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:21:01","CITY_ROAD\brownp","5","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\brownp
Session ID: 5
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:08:09","CITY_ROAD\cogginp","4","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\cogginp
Session ID: 4
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 07:48:31","CITY_ROAD\galaxyea","3","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\galaxyea
Session ID: 3
Source Network Address: 192.168.17.100"
"MEHRDS-61","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 07:46:19","CITY_ROAD\galaxyea","2","192.168.17.100","12","Session 2 has been disconnected, reason code 12"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:52:57","CITY_ROAD\cunhaa","19","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\cunhaa
Session ID: 19
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:52:08","CITY_ROAD\cunhaa","18","192.168.17.100","0","Session 18 has been disconnected, reason code 0"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:47:28","CITY_ROAD\IsmailM","17","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\IsmailM
Session ID: 17
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:47:27","CITY_ROAD\IsmailM","17","192.168.17.100","11","Session 17 has been disconnected, reason code 11"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:43:43","CITY_ROAD\IsmailM","17","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\IsmailM
Session ID: 17
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:25:57","CITY_ROAD\Jacksonp","16","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\Jacksonp
Session ID: 16
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:16:51","CITY_ROAD\LIMAR","15","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\LIMAR
Session ID: 15
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:16:04","CITY_ROAD\LIMAR","14","192.168.17.100","12","Session 14 has been disconnected, reason code 12"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:09:49","CITY_ROAD\yange","13","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\yange
Session ID: 13
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:09:23","CITY_ROAD\akinyodef","12","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\akinyodef
Session ID: 12
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:09:22","CITY_ROAD\akinyodef","12","192.168.17.100","0","Session 12 has been disconnected, reason code 0"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:04:49","CITY_ROAD\akinyodef","12","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\akinyodef
Session ID: 12
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:56:48","CITY_ROAD\katic","11","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\katic
Session ID: 11
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:48:35","CITY_ROAD\daveyg","10","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\daveyg
Session ID: 10
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:42:57","CITY_ROAD\greciag","9","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\greciag
Session ID: 9
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:41:19","CITY_ROAD\greciag","8","192.168.17.100","0","Session 8 has been disconnected, reason code 0"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:31:41","CITY_ROAD\GEORGEG","7","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\GEORGEG
Session ID: 7
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:24:36","CITY_ROAD\robsona1","6","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\robsona1
Session ID: 6
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:23:57","CITY_ROAD\robsona1","5","192.168.17.100","12","Session 5 has been disconnected, reason code 12"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:22:22","CITY_ROAD\robsona1","4","192.168.17.100","12","Session 4 has been disconnected, reason code 12"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:07:56","CITY_ROAD\desouzam","3","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\desouzam
Session ID: 3
Source Network Address: 192.168.17.100"
"MEHRDS-60","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 07:45:06","CITY_ROAD\enahoron","2","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\enahoron
Session ID: 2
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:49:00","CITY_ROAD\andritas","23","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\andritas
Session ID: 23
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:47:38","CITY_ROAD\andritas","22","192.168.17.100","0","Session 22 has been disconnected, reason code 0"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:46:23","CITY_ROAD\andritas","21","192.168.17.100","0","Session 21 has been disconnected, reason code 0"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:28:44","CITY_ROAD\tufaila","20","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\tufaila
Session ID: 20
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:26:58","CITY_ROAD\tufaila","19","192.168.17.100","12","Session 19 has been disconnected, reason code 12"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:13:26","CITY_ROAD\natkunarajahm","18","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\natkunarajahm
Session ID: 18
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:07:53","CITY_ROAD\tothm","17","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\tothm
Session ID: 17
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:07:19","CITY_ROAD\PANTAI","3","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\PANTAI
Session ID: 3
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:07:19","CITY_ROAD\PANTAI","3","192.168.17.100","0","Session 3 has been disconnected, reason code 0"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:04:25","CITY_ROAD\saundersd","16","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\saundersd
Session ID: 16
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:55:48","CITY_ROAD\astete-riosm","15","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\astete-riosm
Session ID: 15
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:49:36","CITY_ROAD\ballesterosa","14","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\ballesterosa
Session ID: 14
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:44:26","CITY_ROAD\DanielD2","13","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\DanielD2
Session ID: 13
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:43:08","CITY_ROAD\DanielD2","12","192.168.17.100","12","Session 12 has been disconnected, reason code 12"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:34:56","CITY_ROAD\umorena","11","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\umorena
Session ID: 11
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:31:59","CITY_ROAD\umorena","10","192.168.17.100","12","Session 10 has been disconnected, reason code 12"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:21:46","CITY_ROAD\hassana2","9","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\hassana2
Session ID: 9
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:20:46","CITY_ROAD\hassana2","8","192.168.17.100","0","Session 8 has been disconnected, reason code 0"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:14:40","CITY_ROAD\flemingh","7","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\flemingh
Session ID: 7
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 08:14:19","CITY_ROAD\galaxysg","6","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\galaxysg
Session ID: 6
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:14:18","CITY_ROAD\galaxysg","6","192.168.17.100","11","Session 6 has been disconnected, reason code 11"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:13:46","CITY_ROAD\galaxysg","6","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\galaxysg
Session ID: 6
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:13:19","CITY_ROAD\galaxysg","5","192.168.17.100","0","Session 5 has been disconnected, reason code 0"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:10:24","CITY_ROAD\galaxysg","4","192.168.17.100","12","Session 4 has been disconnected, reason code 12"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:00:28","CITY_ROAD\PANTAI","3","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\PANTAI
Session ID: 3
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 08:00:03","CITY_ROAD\saleha","2","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\saleha
Session ID: 2
Source Network Address: 192.168.17.100"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 08:00:03","CITY_ROAD\saleha","2","192.168.17.100","11","Session 2 has been disconnected, reason code 11"
"MEHRDS-59","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 07:44:39","CITY_ROAD\saleha","2","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\saleha
Session ID: 2
Source Network Address: 192.168.17.100"
"MEHRDS-58","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:44:21","CITY_ROAD\alih7","13","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\alih7
Session ID: 13
Source Network Address: 192.168.17.100"
"MEHRDS-58","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:33:17","CITY_ROAD\beguma3","14","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\beguma3
Session ID: 14
Source Network Address: 192.168.17.100"
"MEHRDS-58","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:32:50","CITY_ROAD\beguma3","13","192.168.17.100","0","Session 13 has been disconnected, reason code 0"
"MEHRDS-58","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","24","14/11/2022 09:32:28","CITY_ROAD\bucev","3","192.168.17.100","","Remote Desktop Services: Session has been disconnected:

User: CITY_ROAD\bucev
Session ID: 3
Source Network Address: 192.168.17.100"
"MEHRDS-58","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","40","14/11/2022 09:32:28","CITY_ROAD\bucev","3","192.168.17.100","0","Session 3 has been disconnected, reason code 0"
"MEHRDS-58","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:25:27","CITY_ROAD\panayia","12","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\panayia
Session ID: 12
Source Network Address: 192.168.17.100"
"MEHRDS-58","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:15:12","CITY_ROAD\Carmichaelj2","11","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\Carmichaelj2
Session ID: 11
Source Network Address: 192.168.17.100"
"MEHRDS-58","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 09:04:29","CITY_ROAD\muquithf","10","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\muquithf
Session ID: 10
Source Network Address: 192.168.17.100"
"MEHRDS-58","Microsoft-Windows-TerminalServices-LocalSessionManager/Operational","21","14/11/2022 08:55:45","CITY_ROAD\DLUGOSZM","9","192.168.17.100","","Remote Desktop Services: Session logon succeeded:

User: CITY_ROAD\DLUGOSZM
Session ID: 9
Source Network Address: 192.168.17.100"
